t_stamp,Well Pads/Pronghorn KO/12HNB/Well Head/Well Casing Pressure/Value,ANOMALY
6/26/25 0:01,192.7655945,0
6/26/25 0:06,192.6129456,0
6/26/25 0:07,192.7655945,0
6/26/25 0:09,192.6129456,0
6/26/25 0:11,192.7655945,0
6/26/25 0:12,192.6129456,0
6/26/25 0:29,192.7655945,0
6/26/25 0:30,192.6129456,0
6/26/25 0:40,192.7655945,0
6/26/25 0:42,192.6129456,0
6/26/25 0:47,192.7655945,0
6/26/25 0:48,192.6129456,0
6/26/25 0:52,192.7655945,0
6/26/25 0:53,192.6129456,0
6/26/25 0:55,192.9182129,0
6/26/25 0:58,192.6129456,0
6/26/25 1:00,192.7655945,0
6/26/25 1:03,192.9182129,0
6/26/25 1:07,192.6129456,0
6/26/25 1:08,192.9182129,0
6/26/25 1:10,192.7655945,0
6/26/25 1:16,192.9182129,0
6/26/25 1:18,192.6129456,0
6/26/25 1:20,192.7655945,0
6/26/25 1:28,192.6129456,0
6/26/25 1:54,192.7655945,0
6/26/25 1:56,192.6129456,0
6/26/25 2:19,192.7655945,0
6/26/25 2:21,192.6129456,0
6/26/25 2:32,192.7655945,0
6/26/25 2:35,192.6129456,0
6/26/25 2:37,192.7655945,0
6/26/25 2:50,192.6129456,0
6/26/25 2:52,192.9182129,0
6/26/25 2:53,192.7655945,0
6/26/25 2:55,192.9182129,0
6/26/25 3:02,192.6129456,0
6/26/25 3:10,192.7655945,0
6/26/25 3:12,192.6129456,0
6/26/25 3:13,192.7655945,0
6/26/25 3:15,192.6129456,0
6/26/25 3:21,192.4603271,0
6/26/25 3:23,192.6129456,0
6/26/25 3:25,192.4603271,0
6/26/25 3:26,192.6129456,0
6/26/25 3:28,192.4603271,0
6/26/25 3:31,192.6129456,0
6/26/25 3:38,192.4603271,0
6/26/25 3:39,192.6129456,0
6/26/25 3:43,192.4603271,0
6/26/25 3:49,192.6129456,0
6/26/25 3:51,192.4603271,0
6/26/25 3:53,192.6129456,0
6/26/25 3:54,192.4603271,0
6/26/25 3:56,192.6129456,0
6/26/25 3:57,192.4603271,0
6/26/25 3:59,192.6129456,0
6/26/25 4:01,192.4603271,0
6/26/25 4:04,192.6129456,0
6/26/25 4:22,192.4603271,0
6/26/25 4:24,192.6129456,0
6/26/25 4:29,192.4603271,0
6/26/25 4:30,192.6129456,0
6/26/25 4:37,192.7655945,0
6/26/25 4:39,192.6129456,0
6/26/25 4:45,192.7655945,0
6/26/25 4:47,192.6129456,0
6/26/25 4:50,192.7655945,0
6/26/25 4:53,192.6129456,0
6/26/25 4:58,192.7655945,0
6/26/25 5:00,192.6129456,0
6/26/25 5:02,192.9182129,0
6/26/25 5:03,192.7655945,0
6/26/25 5:07,192.9182129,0
6/26/25 5:13,192.7655945,0
6/26/25 5:15,192.9182129,0
6/26/25 5:23,192.7655945,0
6/26/25 5:28,192.9182129,0
6/26/25 5:31,192.7655945,0
6/26/25 5:35,192.9182129,0
6/26/25 5:36,192.6129456,0
6/26/25 5:38,192.7655945,0
6/26/25 5:41,192.9182129,0
6/26/25 5:44,192.7655945,0
6/26/25 5:48,192.9182129,0
6/26/25 6:01,193.0708313,0
6/26/25 6:02,192.9182129,0
6/26/25 6:04,193.0708313,0
6/26/25 6:06,192.9182129,0
6/26/25 6:14,192.7655945,0
6/26/25 6:16,192.9182129,0
6/26/25 6:24,192.7655945,0
6/26/25 6:25,192.9182129,0
6/26/25 6:32,192.7655945,0
6/26/25 6:34,192.9182129,0
6/26/25 6:47,192.7655945,0
6/26/25 6:48,192.3077087,0
6/26/25 6:50,191.6972046,0
6/26/25 6:55,191.849823,0
6/26/25 6:58,192.0024414,0
6/26/25 7:03,192.3077087,0
6/26/25 7:08,192.4603271,0
6/26/25 7:11,192.6129456,0
6/26/25 7:13,192.7655945,0
6/26/25 7:18,192.9182129,0
6/26/25 7:19,192.7655945,0
6/26/25 7:21,192.9182129,0
6/26/25 7:23,192.7655945,0
6/26/25 7:24,192.9182129,0
6/26/25 7:26,192.6129456,0
6/26/25 7:29,192.9182129,0
6/26/25 7:30,192.7655945,0
6/26/25 7:40,192.6129456,0
6/26/25 7:42,192.7655945,0
6/26/25 7:43,192.6129456,0
6/26/25 7:47,192.7655945,0
6/26/25 7:53,188.9499512,0
6/26/25 7:55,190.0183411,0
6/26/25 7:56,191.5445862,0
6/26/25 7:58,192.1550903,0
6/26/25 8:00,192.4603271,0
6/26/25 8:01,192.9182129,0
6/26/25 8:05,192.3077087,0
6/26/25 8:06,192.1550903,0
6/26/25 8:08,191.6972046,0
6/26/25 8:10,191.3919678,0
6/26/25 8:13,191.6972046,0
6/26/25 8:14,191.5445862,0
6/26/25 8:16,191.849823,0
6/26/25 8:19,192.1550903,0
6/26/25 8:32,192.4603271,0
6/26/25 8:36,192.3077087,0
6/26/25 8:39,192.4603271,0
6/26/25 8:40,192.3077087,0
6/26/25 8:44,192.4603271,0
6/26/25 8:45,192.3077087,0
6/26/25 8:47,192.4603271,0
6/26/25 8:49,192.3077087,0
6/26/25 8:57,192.4603271,0
6/26/25 8:58,192.3077087,0
6/26/25 9:03,192.4603271,0
6/26/25 9:05,192.3077087,0
6/26/25 9:11,192.1550903,0
6/26/25 9:13,192.3077087,0
6/26/25 9:39,192.1550903,0
6/26/25 9:41,192.3077087,0
6/26/25 9:50,192.1550903,0
6/26/25 9:52,192.3077087,0
6/26/25 9:55,192.9182129,0
6/26/25 9:57,191.5445862,0
6/26/25 9:59,190.934082,0
6/26/25 10:00,192.1550903,0
6/26/25 10:02,193.2234497,0
6/26/25 10:04,192.9182129,0
6/26/25 10:05,192.1550903,0
6/26/25 10:07,193.3760681,0
6/26/25 10:08,190.934082,0
6/26/25 10:10,192.9182129,0
6/26/25 10:12,193.6813354,0
6/26/25 10:13,192.1550903,0
6/26/25 10:15,192.9182129,0
6/26/25 10:17,191.849823,0
6/26/25 10:18,192.6129456,0
6/26/25 10:20,192.3077087,0
6/26/25 10:22,192.1550903,0
6/26/25 10:23,192.3077087,0
6/26/25 10:25,191.0867004,0
6/26/25 10:28,192.9182129,0
6/26/25 10:30,192.3077087,0
6/26/25 10:31,190.7814636,0
6/26/25 10:33,195.360199,0
6/26/25 10:35,193.0708313,0
6/26/25 10:36,192.1550903,0
6/26/25 10:38,193.3760681,0
6/26/25 10:40,191.2393188,0
6/26/25 10:41,192.9182129,0
6/26/25 10:43,191.849823,0
6/26/25 10:45,190.1709595,0
6/26/25 10:46,192.3077087,0
6/26/25 10:50,191.0867004,0
6/26/25 10:51,192.1550903,0
6/26/25 10:53,191.849823,0
6/26/25 10:55,192.4603271,0
6/26/25 10:56,192.6129456,0
6/26/25 10:58,192.9182129,0
6/26/25 10:59,192.6129456,0
6/26/25 11:01,191.3919678,0
6/26/25 11:03,190.6288147,0
6/26/25 11:04,192.3077087,0
6/26/25 11:06,190.7814636,0
6/26/25 11:08,191.6972046,0
6/26/25 11:09,192.0024414,0
6/26/25 11:11,191.2393188,0
6/26/25 11:13,193.528717,0
6/26/25 11:14,190.934082,0
6/26/25 11:16,191.0867004,0
6/26/25 11:17,192.7655945,0
6/26/25 11:19,192.0024414,0
6/26/25 11:21,193.528717,0
6/26/25 11:22,192.1550903,0
6/26/25 11:24,193.8339539,0
6/26/25 11:26,192.1550903,0
6/26/25 11:27,191.0867004,0
6/26/25 11:29,192.3077087,0
6/26/25 11:31,189.5604553,0
6/26/25 11:32,191.849823,0
6/26/25 11:34,189.7130737,0
6/26/25 11:35,192.7655945,0
6/26/25 11:37,192.6129456,0
6/26/25 11:39,191.2393188,0
6/26/25 11:40,191.849823,0
6/26/25 11:42,193.528717,0
6/26/25 11:44,192.6129456,0
6/26/25 11:45,192.3077087,0
6/26/25 11:47,193.0708313,0
6/26/25 11:49,191.2393188,0
6/26/25 11:52,192.4603271,0
6/26/25 11:53,193.0708313,0
6/26/25 11:55,190.934082,0
6/26/25 11:57,192.4603271,0
6/26/25 11:58,191.0867004,0
6/26/25 12:00,190.934082,0
6/26/25 12:02,193.6813354,0
6/26/25 12:03,191.849823,0
6/26/25 12:05,191.3919678,0
6/26/25 12:10,191.2393188,0
6/26/25 12:11,190.934082,0
6/26/25 12:13,191.2393188,0
6/26/25 12:15,190.4761963,0
6/26/25 12:16,191.3919678,0
6/26/25 12:18,191.2393188,0
6/26/25 12:20,191.6972046,0
6/26/25 12:21,191.5445862,0
6/26/25 12:23,190.934082,0
6/26/25 12:24,193.3760681,0
6/26/25 12:26,190.6288147,0
6/26/25 12:28,192.7655945,0
6/26/25 12:29,190.934082,0
6/26/25 12:31,191.0867004,0
6/26/25 12:33,192.9182129,0
6/26/25 12:34,192.3077087,0
6/26/25 12:36,190.4761963,0
6/26/25 12:38,189.7130737,0
6/26/25 12:39,193.0708313,0
6/26/25 12:41,192.4603271,0
6/26/25 12:43,191.2393188,0
6/26/25 12:44,191.3919678,0
6/26/25 12:46,191.2393188,0
6/26/25 12:48,187.2710876,0
6/26/25 12:49,189.7130737,0
6/26/25 12:51,192.0024414,0
6/26/25 12:52,192.1550903,0
6/26/25 12:56,188.6447144,0
6/26/25 12:57,191.849823,0
6/26/25 12:59,193.6813354,0
6/26/25 13:01,192.0024414,0
6/26/25 13:02,192.6129456,0
6/26/25 13:04,191.849823,0
6/26/25 13:09,191.2393188,0
6/26/25 13:10,188.6447144,0
6/26/25 13:12,190.3235779,0
6/26/25 13:14,191.0867004,0
6/26/25 13:15,191.3919678,0
6/26/25 13:17,192.3077087,0
6/26/25 13:19,189.255188,0
6/26/25 13:20,191.3919678,0
6/26/25 13:22,190.4761963,0
6/26/25 13:23,191.849823,0
6/26/25 13:27,189.4078369,0
6/26/25 13:28,192.1550903,0
6/26/25 13:30,192.0024414,0
6/26/25 13:32,189.5604553,0
6/26/25 13:33,191.0867004,0
6/26/25 13:35,191.5445862,0
6/26/25 13:36,191.6972046,0
6/26/25 13:38,190.0183411,0
6/26/25 13:40,190.4761963,0
6/26/25 13:41,190.6288147,0
6/26/25 13:43,190.934082,0
6/26/25 13:45,193.528717,0
6/26/25 13:46,190.4761963,0
6/26/25 13:48,191.3919678,0
6/26/25 13:49,192.4603271,0
6/26/25 13:51,190.6288147,0
6/26/25 13:54,192.0024414,0
6/26/25 13:56,190.934082,0
6/26/25 13:58,189.7130737,0
6/26/25 13:59,190.6288147,0
6/26/25 14:01,191.3919678,0
6/26/25 14:02,190.1709595,0
6/26/25 14:04,191.849823,0
6/26/25 14:06,191.6972046,0
6/26/25 14:07,190.6288147,0
6/26/25 14:09,192.0024414,0
6/26/25 14:11,191.2393188,0
6/26/25 14:12,192.4603271,0
6/26/25 14:14,191.3919678,0
6/26/25 14:16,189.5604553,0
6/26/25 14:17,191.0867004,0
6/26/25 14:19,191.849823,0
6/26/25 14:20,191.5445862,0
6/26/25 14:22,190.7814636,0
6/26/25 14:24,188.9499512,0
6/26/25 14:25,190.934082,0
6/26/25 14:27,189.4078369,0
6/26/25 14:29,190.6288147,0
6/26/25 14:30,192.0024414,0
6/26/25 14:32,191.2393188,0
6/26/25 14:33,191.6972046,0
6/26/25 14:35,190.1709595,0
6/26/25 14:37,192.6129456,0
6/26/25 14:38,191.2393188,0
6/26/25 14:40,192.1550903,0
6/26/25 14:42,190.1709595,0
6/26/25 14:43,191.6972046,0
6/26/25 14:45,191.2393188,0
6/26/25 14:46,191.0867004,0
6/26/25 14:48,192.0024414,0
6/26/25 14:50,190.6288147,0
6/26/25 14:51,190.1709595,0
6/26/25 14:53,190.7814636,0
6/26/25 14:55,190.1709595,0
6/26/25 14:56,191.2393188,0
6/26/25 14:58,191.0867004,0
6/26/25 14:59,190.0183411,0
6/26/25 15:01,190.7814636,0
6/26/25 15:03,189.4078369,0
6/26/25 15:04,189.5604553,0
6/26/25 15:06,191.849823,0
6/26/25 15:08,190.6288147,0
6/26/25 15:09,189.255188,0
6/26/25 15:11,191.3919678,0
6/26/25 15:13,189.4078369,0
6/26/25 15:16,191.0867004,0
6/26/25 15:17,189.8656921,0
6/26/25 15:19,192.6129456,0
6/26/25 15:21,188.4920654,0
6/26/25 15:22,190.934082,0
6/26/25 15:24,188.4920654,0
6/26/25 15:25,190.1709595,0
6/26/25 15:27,190.6288147,0
6/26/25 15:29,190.934082,0
6/26/25 15:30,189.255188,0
6/26/25 15:34,189.5604553,0
6/26/25 15:35,189.8656921,0
6/26/25 15:37,190.7814636,0
6/26/25 15:38,190.6288147,0
6/26/25 15:40,189.7130737,0
6/26/25 15:43,190.0183411,0
6/26/25 15:45,188.9499512,0
6/26/25 15:47,189.255188,0
6/26/25 15:48,190.0183411,0
6/26/25 15:50,190.6288147,0
6/26/25 15:51,189.4078369,0
6/26/25 15:53,190.3235779,0
6/26/25 15:55,190.1709595,0
6/26/25 15:56,190.4761963,0
6/26/25 15:58,190.1709595,0
6/26/25 16:00,189.5604553,0
6/26/25 16:01,191.2393188,0
6/26/25 16:03,189.4078369,0
6/26/25 16:06,189.7130737,0
6/26/25 16:09,189.4078369,0
6/26/25 16:11,190.4761963,0
6/26/25 16:14,191.3919678,0
6/26/25 16:16,190.3235779,0
6/26/25 16:17,190.0183411,0
6/26/25 16:19,191.2393188,0
6/26/25 16:21,190.4761963,0
6/26/25 16:22,190.0183411,0
6/26/25 16:24,189.7130737,0
6/26/25 16:26,190.4761963,0
6/26/25 16:27,189.7130737,0
6/26/25 16:29,190.3235779,0
6/26/25 16:31,190.4761963,0
6/26/25 16:32,190.1709595,0
6/26/25 16:34,189.4078369,0
6/26/25 16:35,190.4761963,0
6/26/25 16:37,189.8656921,0
6/26/25 16:39,190.4761963,0
6/26/25 16:40,189.8656921,0
6/26/25 16:42,190.0183411,0
6/26/25 16:44,190.3235779,0
6/26/25 16:45,189.7130737,0
6/26/25 16:47,190.3235779,0
